# delta_L(z=0)            delta_SC                  ddelta_SC/ddelta_L
-7.067696945686693932e-02 -6.683539704606500376e-02 8.940160509086700902e-01
-7.021174123954349033e-02 -6.641932533599159694e-02 8.946619332785616940e-01
-6.974811792716636982e-02 -6.600438987692491821e-02 8.953062269365461567e-01
-6.928609860840247159e-02 -6.559059265832223318e-02 8.959489273234972906e-01
-6.882568237509872899e-02 -6.517793566518526038e-02 8.965900298880163932e-01
-6.836686832228069943e-02 -6.476642087802464420e-02 8.972295300870405388e-01
-6.790965554815041327e-02 -6.435605027284618807e-02 8.978674233857604214e-01
-6.745404315408408402e-02 -6.394682582113497826e-02 8.985037052576190231e-01
-6.700003024463027645e-02 -6.353874948983984083e-02 8.991383711842858562e-01
-6.654761592750776944e-02 -6.313182324135846457e-02 8.997714166557042592e-01
-6.609679931360376570e-02 -6.272604903349932037e-02 9.004028371706156442e-01
-6.564757951697157423e-02 -6.232142881948987689e-02 9.010326282359588657e-01
-6.519995565482868127e-02 -6.191796454794995519e-02 9.016607853671838591e-01
-6.475392684755496009e-02 -6.151565816285720079e-02 9.022873040887589013e-01
-6.430949221869024235e-02 -6.111451160356995427e-02 9.029121799330641629e-01
-6.386665089493299974e-02 -6.071452680475530883e-02 9.035354084420054166e-01
-6.342540200613773493e-02 -6.031570569641397928e-02 9.041569851658740609e-01
-6.298574468531314974e-02 -5.991805020385776448e-02 9.047769056635556195e-01
-6.254767806862067403e-02 -5.952156224765914327e-02 9.053951655034937485e-01
-6.211120129537158613e-02 -5.912624374368424807e-02 9.060117602623350974e-01
-6.167631350802606910e-02 -5.873209660303191360e-02 9.066266855261754243e-01
-6.124301385219040744e-02 -5.833912273204078236e-02 9.072399368900283534e-01
-6.081130147661592544e-02 -5.794732403224878148e-02 9.078515099584233417e-01
-6.038117553319592712e-02 -5.755670240042576324e-02 9.084614003440190100e-01
-5.995263517696505784e-02 -5.716725972847813697e-02 9.090696036700672833e-01
-5.952567956609632061e-02 -5.677899790350648956e-02 9.096761155681282185e-01
-5.910030786189965357e-02 -5.639191880775384913e-02 9.102809316792226380e-01
-5.867651922882020227e-02 -5.600602431857881758e-02 9.108840476541432141e-01
-5.825431283443589098e-02 -5.562131630845723596e-02 9.114854591530044958e-01
-5.783368784945621538e-02 -5.523779664495842567e-02 9.120851618452999743e-01
-5.741464344771957107e-02 -5.485546719073552957e-02 9.126831514100527398e-01
-5.699717880619201149e-02 -5.447432980349697917e-02 9.132794235359689150e-01
-5.658129310496531200e-02 -5.409438633598340207e-02 9.138739739217653923e-01
-5.616698552725458982e-02 -5.371563863598372013e-02 9.144667982752017199e-01
-5.575425525939736726e-02 -5.333808854627164475e-02 9.150578923145472610e-01
-5.534310149085071295e-02 -5.296173790463132303e-02 9.156472517673837075e-01
-5.493352341419011770e-02 -5.258658854381137449e-02 9.162348723715004750e-01
-5.452552022510733648e-02 -5.221264229152422498e-02 9.168207498744815886e-01
-5.411909112240889663e-02 -5.183990097041824008e-02 9.174048800339900112e-01
-5.371423530801367613e-02 -5.146836639807350622e-02 9.179872586177104665e-01
-5.331095198695182114e-02 -5.109804038697152162e-02 9.185678814034662354e-01
-5.290924036736232433e-02 -5.072892474448931210e-02 9.191467441792464665e-01
-5.250909966049181060e-02 -5.036102127286967711e-02 9.197238427434470953e-01
-5.211052908069196271e-02 -4.999433176922873923e-02 9.202991729043805691e-01
-5.171352784541875802e-02 -4.962885802550975889e-02 9.208727304809545267e-01
-5.131809517522970682e-02 -4.926460182848912961e-02 9.214445113023528311e-01
-5.092423029378292249e-02 -4.890156495973796424e-02 9.220145112086055583e-01
-5.053193242783449862e-02 -4.853974919564385537e-02 9.225827260493978388e-01
-5.014120080723769718e-02 -4.817915630734415089e-02 9.231491516858303381e-01
-4.975203466494055454e-02 -4.781978806074305144e-02 9.237137839893174718e-01
-4.936443323698409824e-02 -4.746164621650250659e-02 9.242766188414681672e-01
-4.897839576250133387e-02 -4.710473252997848803e-02 9.248376521356604929e-01
-4.859392148371439318e-02 -4.674904875127461334e-02 9.253968797747886832e-01
-4.821100964593411781e-02 -4.639459662515010852e-02 9.259542976738338593e-01
-4.782965949755713098e-02 -4.604137789107642931e-02 9.265099017574609519e-01
-4.744987029006499796e-02 -4.568939428316676210e-02 9.270636879618954218e-01
-4.707164127802219294e-02 -4.533864753017269322e-02 9.276156522347380751e-01
-4.669497171907426719e-02 -4.498913935548920495e-02 9.281657905339779635e-01
-4.631986087394646817e-02 -4.464087147712481052e-02 9.287140988286700649e-01
-4.594630800644181751e-02 -4.429384560768101498e-02 9.292605730992296031e-01
-4.557431238343965380e-02 -4.394806345433277528e-02 9.298052093375163141e-01
-4.520387327489380769e-02 -4.360352671882983255e-02 9.303480035463037590e-01
-4.483498995383121410e-02 -4.326023709745918655e-02 9.308889517400804614e-01
-4.446766169634958771e-02 -4.291819628106097184e-02 9.314280499439505645e-01
-4.410188778161673595e-02 -4.257740595497860880e-02 9.319652941949522207e-01
-4.373766749186820679e-02 -4.223786779905458477e-02 9.325006805417608291e-01
-4.337500011240580378e-02 -4.189958348763178630e-02 9.330342050440055823e-01
-4.301388493159637172e-02 -4.156255468950498244e-02 9.335658637735116949e-01
-4.265432124086954851e-02 -4.122678306794047565e-02 9.340956528131554304e-01
-4.229630833471669654e-02 -4.089227028062991653e-02 9.346235682580477100e-01
-4.193984551068893202e-02 -4.055901797970207223e-02 9.351496062144540877e-01
-4.158493206939566783e-02 -4.022702781169396058e-02 9.356737628004077045e-01
-4.123156731450332985e-02 -3.989630141751143722e-02 9.361960341467563396e-01
-4.087975055273319891e-02 -3.956684043246683213e-02 9.367164163950353339e-01
-4.052948109386011327e-02 -3.923864648622710227e-02 9.372349056990586513e-01
-4.018075825071115020e-02 -3.891172120279307034e-02 9.377514982251505815e-01
-3.983358133916373167e-02 -3.858606620051274749e-02 9.382661901508984048e-01
-3.948794967814406309e-02 -3.826168309204569518e-02 9.387789776663939545e-01
-3.914386258962603699e-02 -3.793857348434026555e-02 9.392898569741013892e-01
-3.880131939862885987e-02 -3.761673897866146810e-02 9.397988242876957887e-01
-3.846031943321662899e-02 -3.729618117050292891e-02 9.403058758346942714e-01
-3.812086202449579964e-02 -3.697690164965128368e-02 9.408110078532641030e-01
-3.778294650661410958e-02 -3.665890200011312494e-02 9.413142165950939555e-01
-3.744657221675912889e-02 -3.634218380013498617e-02 9.418154983233725241e-01
-3.711173849515677498e-02 -3.602674862215915486e-02 9.423148493144806181e-01
-3.677844468506942521e-02 -3.571259803284021483e-02 9.428122658567098524e-01
-3.644669013279500797e-02 -3.539973359300119249e-02 9.433077442513178035e-01
-3.611647418766496948e-02 -3.508815685764377079e-02 9.438012808117248742e-01
-3.578779620204313588e-02 -3.477786937592597383e-02 9.442928718636675045e-01
-3.546065553132440873e-02 -3.446887269110354701e-02 9.447825137476387747e-01
-3.513505153393260694e-02 -3.416116834060878293e-02 9.452702028141755086e-01
-3.481098357131973131e-02 -3.385475785595459808e-02 9.457559354279919672e-01
-3.448845100796429225e-02 -3.354964276274730040e-02 9.462397079665739730e-01
-3.416745321136967911e-02 -3.324582458067881774e-02 9.467215168201568165e-01
-3.384798955206286958e-02 -3.294330482351182088e-02 9.472013583914673518e-01
-3.353005940359313902e-02 -3.264208499904674987e-02 9.476792290969070498e-01
-3.321366214253029803e-02 -3.234216660913324937e-02 9.481551253653673905e-01
-3.289879714846369319e-02 -3.204355114962720297e-02 9.486290436395263814e-01
-3.258546380400037523e-02 -3.174624011040871885e-02 9.491009803744728801e-01
-3.227366149476414842e-02 -3.145023497534527035e-02 9.495709320385348207e-01
-3.196338960939373169e-02 -3.115553722228492362e-02 9.500388951135823046e-01
-3.165464753954169708e-02 -3.086214832303679767e-02 9.505048660948048900e-01
-3.134743467987296389e-02 -3.057006974337372895e-02 9.509688414899898357e-01
-3.104175042806334162e-02 -3.027930294299141512e-02 9.514308178214364586e-01
-3.073759418479839536e-02 -2.998984937551862906e-02 9.518907916239929268e-01
-3.043496535377179096e-02 -2.970171048850811513e-02 9.523487594453414751e-01
-3.013386334168430269e-02 -2.941488772337119695e-02 9.528047178489043034e-01
-2.983428755824212020e-02 -2.912938251543439883e-02 9.532586634095887579e-01
-2.953623741615564804e-02 -2.884519629388404560e-02 9.537105927167400798e-01
-2.923971233113826715e-02 -2.856233048176581857e-02 9.541605023727968149e-01
-2.894471172190477351e-02 -2.828078649596943439e-02 9.546083889939152023e-01
-2.865123501017048310e-02 -2.800056574718401414e-02 9.550542492116783633e-01
-2.835928162064936878e-02 -2.772166963995126299e-02 9.554980796692743583e-01
-2.806885098105311310e-02 -2.744409957260118826e-02 9.559398770244312837e-01
-2.777994252208980386e-02 -2.716785693724865780e-02 9.563796379489264421e-01
-2.749255567746253931e-02 -2.689294311978118746e-02 9.568173591286081026e-01
-2.720668988386808207e-02 -2.661935949985427818e-02 9.572530372630756457e-01
-2.692234458099580091e-02 -2.634710745087265327e-02 9.576866690655783110e-01
-2.663951921152616850e-02 -2.607618833997327190e-02 9.581182512638918292e-01
-2.635821322112967546e-02 -2.580660352801122936e-02 9.585477805999519374e-01
-2.607842605846542872e-02 -2.553835436956031213e-02 9.589752538292808381e-01
-2.580015717518008636e-02 -2.527144221287613846e-02 9.594006677226367685e-01
-2.552340602590632765e-02 -2.500586839991059129e-02 9.598240190641477154e-01
-2.524817206826188848e-02 -2.474163426629316653e-02 9.602453046514913826e-01
-2.497445476284823260e-02 -2.447874114128933964e-02 9.606645212984065152e-01
-2.470225357324929219e-02 -2.421719034781844027e-02 9.610816658323896311e-01
-2.443156796603026398e-02 -2.395698320244910029e-02 9.614967350938748991e-01
-2.416239741073650943e-02 -2.369812101533330662e-02 9.619097259405766653e-01
-2.389474137989209407e-02 -2.344060509027501293e-02 9.623206352413938847e-01
-2.362859934899887854e-02 -2.318443672463288419e-02 9.627294598828307626e-01
-2.336397079653523140e-02 -2.292961720936592673e-02 9.631361967642613209e-01
-2.310085520395469341e-02 -2.267614782901761217e-02 9.635408427987243174e-01
-2.283925205568504077e-02 -2.242402986165081824e-02 9.639433949170838067e-01
-2.257916083912699448e-02 -2.217326457889368108e-02 9.643438500629482046e-01
-2.232058104465290543e-02 -2.192385324593226770e-02 9.647422051930877318e-01
-2.206351216560599460e-02 -2.167579712142875259e-02 9.651384572822403474e-01
-2.180795369829875360e-02 -2.142909745759535856e-02 9.655326033168144528e-01
-2.155390514201223351e-02 -2.118375550008888553e-02 9.659246403023632466e-01
-2.130136599899446967e-02 -2.093977248811762504e-02 9.663145652536714314e-01
-2.105033577445973234e-02 -2.069714965429625408e-02 9.667023752062662290e-01
-2.080081397658709030e-02 -2.045588822476429591e-02 9.670880672049806392e-01
-2.055280011651971703e-02 -2.021598941903079982e-02 9.674716383165491429e-01
-2.030629370836321140e-02 -1.997745445013143772e-02 9.678530856150264761e-01
-2.006129426918487613e-02 -1.974028452446352500e-02 9.682324061956202321e-01
-1.981780131901272196e-02 -1.950448084186073849e-02 9.686095971657334713e-01
-1.957581438083406261e-02 -1.927004459555259341e-02 9.689846556492115459e-01
-1.933533298059450165e-02 -1.903697697216943929e-02 9.693575787842875213e-01
-1.909635664719700268e-02 -1.880527915171570363e-02 9.697283637248458321e-01
-1.885888491250076529e-02 -1.857495230756522897e-02 9.700970076395527553e-01
-1.862291731132009048e-02 -1.834599760643773614e-02 9.704635077139173172e-01
-1.838845338142346478e-02 -1.811841620841025957e-02 9.708278611472345165e-01
-1.815549266353232508e-02 -1.789220926688284141e-02 9.711900651557577868e-01
-1.792403470132008722e-02 -1.766737792859762735e-02 9.715501169691886929e-01
-1.769407904141126822e-02 -1.744392333358202318e-02 9.719080138351670062e-01
-1.746562523338028930e-02 -1.722184661518177951e-02 9.722637530150073371e-01
-1.723867282975025117e-02 -1.700114890005099966e-02 9.726173317844506450e-01
-1.701322138599251771e-02 -1.678183130808330592e-02 9.729687474379535850e-01
-1.678927046052515470e-02 -1.656389495245536025e-02 9.733179972845722450e-01
-1.656681961471216311e-02 -1.634734093959222534e-02 9.736650786500975485e-01
-1.634586841286240697e-02 -1.613217036919301073e-02 9.740099888727488109e-01
-1.612641642222861424e-02 -1.591838433417880339e-02 9.743527253085368933e-01
-1.590846321300655453e-02 -1.570598392069277871e-02 9.746932853288452492e-01
-1.569200835833393579e-02 -1.549497020808499048e-02 9.750316663221461067e-01
-1.547705143428935136e-02 -1.528534426890670872e-02 9.753678656936751734e-01
-1.526359201989153404e-02 -1.507710716892485259e-02 9.757018808610387062e-01
-1.505162969709808451e-02 -1.487025996710256148e-02 9.760337092572237694e-01
-1.484116405080501862e-02 -1.466480371550515915e-02 9.763633483388440837e-01
-1.463219466884524769e-02 -1.446073945944492678e-02 9.766907955691244148e-01
-1.442472114198800615e-02 -1.425806823734732109e-02 9.770160484318318739e-01
-1.421874306393792510e-02 -1.405679108076463013e-02 9.773391044287187412e-01
-1.401426003133393085e-02 -1.385690901440705947e-02 9.776599610747531699e-01
-1.381127164374850239e-02 -1.365842305610487362e-02 9.779786159007595181e-01
-1.360977750368652997e-02 -1.346133421679240882e-02 9.782950664561599341e-01
-1.340977721658479123e-02 -1.326564350051306906e-02 9.786093103039543717e-01
-1.321127039081056512e-02 -1.307135190441355288e-02 9.789213450241111003e-01
-1.301425663766118783e-02 -1.287846041870099878e-02 9.792311682145112828e-01
-1.281873557136300155e-02 -1.268697002665564177e-02 9.795387774898056676e-01
-1.262470680907043508e-02 -1.249688170463536530e-02 9.798441704792213436e-01
-1.243216997086504794e-02 -1.230819642207070519e-02 9.801473448263338106e-01
-1.224112467975482267e-02 -1.212091514142188409e-02 9.804482981932484131e-01
-1.205157056167353337e-02 -1.193503881815793921e-02 9.807470282607740897e-01
-1.186350724547935616e-02 -1.175056840078481102e-02 9.810435327270671246e-01
-1.167693436295431583e-02 -1.156750483087376491e-02 9.813378092989046841e-01
-1.149185154880358328e-02 -1.138584904295270039e-02 9.816298557065451513e-01
-1.130825844065434446e-02 -1.120560196458519897e-02 9.819196696924743506e-01
-1.112615467905543609e-02 -1.102676451625539400e-02 9.822072490244877496e-01
-1.094553990747583645e-02 -1.084933761151485321e-02 9.824925914763282808e-01
-1.076641377230442426e-02 -1.067332215685978802e-02 9.827756948412803562e-01
-1.058877592284918415e-02 -1.049871905168253683e-02 9.830565569395984804e-01
-1.041262601133599065e-02 -1.032552918843410161e-02 9.833351755916923675e-01
-1.023796369290817625e-02 -1.015375345244518002e-02 9.836115486456553647e-01
-1.006478862562541765e-02 -9.983392722024753141e-03 9.838856739612805713e-01
-9.893100470463574506e-03 -9.814447868351061643e-03 9.841575494214188646e-01
-9.722898891313197511e-03 -9.646919755573413191e-03 9.844271729200380072e-01
-9.554183554979216175e-03 -9.480809240724141773e-03 9.846945423719906110e-01
-9.386954131179845937e-03 -9.316117173792215489e-03 9.849596557009070441e-01
-9.221210292546414694e-03 -9.152844397588011383e-03 9.852225108568658518e-01
-9.056951714621995844e-03 -8.990991747819587765e-03 9.854831058091059193e-01
-8.894178075860927762e-03 -8.830560053147529231e-03 9.857414385274337887e-01
-8.732889057628163282e-03 -8.671550135009087334e-03 9.859975070179082257e-01
-8.573084344198476925e-03 -8.513962807757291529e-03 9.862513092914727553e-01
-8.414763622755607950e-03 -8.357798878597333392e-03 9.865028433787960127e-01
-8.257926583391894323e-03 -8.203059147518065863e-03 9.867521073384640795e-01
-8.102572919107074029e-03 -8.049744407466086216e-03 9.869990992235571081e-01
-7.948702325808146285e-03 -7.897855444104373568e-03 9.872438171256380235e-01
-7.796314502308257857e-03 -7.747393035986149812e-03 9.874862591402644441e-01
-7.645409150326069013e-03 -7.598357954465839725e-03 9.877264233860311160e-01
-7.495985974485449947e-03 -7.450750963650887293e-03 9.879643080060038773e-01
-7.348044682314295965e-03 -7.304572820528543176e-03 9.881999111461129415e-01
-7.201584984244081659e-03 -7.159824274874271310e-03 9.884332309706662656e-01
-7.056606593609514831e-03 -7.016506069151051683e-03 9.886642656802843154e-01
-6.913109226647215499e-03 -6.874618938747190100e-03 9.888930134624798196e-01
-6.771092602495695952e-03 -6.734163611690657802e-03 9.891194725522597375e-01
-6.630556443194359807e-03 -6.595140808871802207e-03 9.893436411770323291e-01
-6.491500473683063134e-03 -6.457551243847392541e-03 9.895655176055601077e-01
-6.353924421801443977e-03 -6.321395622955749971e-03 9.897851001144409855e-01
-6.217828018288114843e-03 -6.186674645349610202e-03 9.900023869804264187e-01
-6.083210996780344382e-03 -6.053389002836695454e-03 9.902173765182195053e-01
-5.950073093813283698e-03 -5.921539379954987581e-03 9.904300670612745661e-01
-5.818414048819445065e-03 -5.791126453976502830e-03 9.906404569560854911e-01
-5.688233604127953397e-03 -5.662150894985451544e-03 9.908485445368920841e-01
-5.559531504964235725e-03 -5.534613365572704780e-03 9.910543282199109072e-01
-5.432307499449142568e-03 -5.408514521187957058e-03 9.912578063906269943e-01
-5.306561338598596647e-03 -5.283855009965976457e-03 9.914589774516063825e-01
-5.182292776322925017e-03 -5.160635472696517567e-03 9.916578398370380354e-01
-5.059501569426301353e-03 -5.038856542826875007e-03 9.918543920099507361e-01
-4.938187477606387731e-03 -4.918518846483976859e-03 9.920486324410384693e-01
-4.818350263453283384e-03 -4.799623002588293552e-03 9.922405595896666153e-01
-4.699989692449588891e-03 -4.682169622551302091e-03 9.924301719859173199e-01
-4.583105532969496305e-03 -4.566159310589013032e-03 9.926174681251275222e-01
-4.467697556278548039e-03 -4.451592663388681537e-03 9.928024465864455639e-01
-4.353765536532590817e-03 -4.338470270546568308e-03 9.929851058758529803e-01
-4.241309250777978643e-03 -4.226792714062233003e-03 9.931654445971278555e-01
-4.130328478950486860e-03 -4.116560568631522088e-03 9.933434613616266562e-01
-4.020823003875113530e-03 -4.007774401695307631e-03 9.935191547368347198e-01
-3.912792611265436711e-03 -3.900434773156713497e-03 9.936925233915405720e-01
-3.806237089723300479e-03 -3.794542235603159952e-03 9.938635659724843752e-01
-3.701156230737928914e-03 -3.690097334473896318e-03 9.940322810453566804e-01
-3.597549828686328558e-03 -3.587100607214122050e-03 9.941986674552580894e-01
-3.495417680831629584e-03 -3.485552584474582716e-03 9.943627238087994202e-01
-3.394759587323472206e-03 -3.385453789352954601e-03 9.945244487803502897e-01
-3.295575351197608562e-03 -3.286804737237525309e-03 9.946838412022273035e-01
-3.197864778374651107e-03 -3.189605936462225344e-03 9.948408997830830991e-01
-3.101627677660412623e-03 -3.093857887905504533e-03 9.949956232302379355e-01
-3.006863860745428736e-03 -2.999561084634616570e-03 9.951480104840978447e-01
-2.913573142203815160e-03 -2.906716012821886075e-03 9.952980602376418906e-01
-2.821755339493806341e-03 -2.815323150747284231e-03 9.954457714317557215e-01
-2.731410272956470014e-03 -2.725382969781198206e-03 9.955911427280923487e-01
-2.642537765816026837e-03 -2.636895933351590671e-03 9.957341731000746154e-01
-2.555137644179025520e-03 -2.549862497539634454e-03 9.958748614940657884e-01
-2.469209737033926499e-03 -2.464283111279108596e-03 9.960132066664981743e-01
-2.384753876251012161e-03 -2.380158215651073661e-03 9.961492076624506309e-01
-2.301769896581656958e-03 -2.297488244684453562e-03 9.962828632563844877e-01
-2.220257635658313532e-03 -2.216273624525921804e-03 9.964141725389364934e-01
-2.140216933993840075e-03 -2.136514774041642362e-03 9.965431344978328276e-01
-2.061647634981299965e-03 -2.058212104651957475e-03 9.966697481002848580e-01
-1.984549584893490794e-03 -1.981366020380237458e-03 9.967940122712274365e-01
-1.908922632882687192e-03 -1.905976917644713886e-03 9.969159260655007238e-01
-1.834766630980404038e-03 -1.832045185239827845e-03 9.970354886551053841e-01
-1.762081434096641206e-03 -1.759571204814625034e-03 9.971526989939127894e-01
-1.690866900020186270e-03 -1.688555350254250520e-03 9.972675561931997334e-01
-1.621122889417646318e-03 -1.618997988207526717e-03 9.973800592248935892e-01
-1.552849265833720514e-03 -1.550899477471112675e-03 9.974902073475461206e-01
-1.486045895690308455e-03 -1.484260169679951780e-03 9.975979995886639085e-01
-1.420712648286757583e-03 -1.419080408585848829e-03 9.977034353372586928e-01
-1.356849395799239770e-03 -1.355360530678750841e-03 9.978065137186511446e-01
-1.294456013280374448e-03 -1.293100865220608853e-03 9.979072335646094194e-01
-1.233532378659318602e-03 -1.232301733391838461e-03 9.980055943817630615e-01
-1.174078372741184763e-03 -1.172963448990982371e-03 9.981015956000870437e-01
-1.116093879206828728e-03 -1.115086318656310915e-03 9.981952360993833206e-01
-1.059578784612573302e-03 -1.058670641307712934e-03 9.982865151249284974e-01
-1.004532978390269881e-03 -1.003716708096846766e-03 9.983754320307274277e-01
-9.509563528464022499e-04 -9.502248027555282306e-04 9.984619865169187536e-01
-8.988488031624075093e-04 -8.981952019132544152e-04 9.985461771301029632e-01
-8.482102273943633881e-04 -8.476281736660151722e-04 9.986280043415940444e-01
-7.990405264722492528e-04 -7.985239800935017840e-04 9.987074659343369021e-01
-7.513396042005711503e-04 -7.508828738826966998e-04 9.987845631416550907e-01
-7.051073672572581979e-04 -7.047051019309913400e-04 9.988592938454526893e-01
-6.603437251941963364e-04 -6.599909023217165327e-04 9.989316584133981491e-01
-6.170485904365433311e-04 -6.167405063771669305e-04 9.990016554344880451e-01
-5.752218782827474199e-04 -5.749541371640187748e-04 9.990692854733810302e-01
-5.348635069041908279e-04 -5.346320110806157544e-04 9.991345466110214124e-01
-4.959733973451612528e-04 -4.957743364771838301e-04 9.991974382701929169e-01
-4.585514735227111350e-04 -4.583813133961500697e-04 9.992579625167747892e-01
-4.225976622262983540e-04 -4.224531355060401339e-04 9.993161172965393524e-01
-3.881118931176327043e-04 -3.879899892417215668e-04 9.993718990797582080e-01
-3.550940987307946162e-04 -3.549920515373283791e-04 9.994253121353345870e-01
-3.235442144717320858e-04 -3.234594935576096120e-04 9.994763532301839115e-01
-2.934621786183322324e-04 -2.933924773139695574e-04 9.995250278309597558e-01
-2.648479323201885201e-04 -2.647911598364638408e-04 9.995713248559153774e-01
-2.377014195983671938e-04 -2.376556882417446559e-04 9.996152511996115875e-01
-2.120225873458373551e-04 -2.119862018884477450e-04 9.996568067700896121e-01
-1.878113853262679581e-04 -1.877828355000277227e-04 9.996959826023785745e-01
-1.650677661752009986e-04 -1.650457114615866416e-04 9.997327958220563193e-01
-1.437916853988063337e-04 -1.437749496627782619e-04 9.997672308521182716e-01
-1.239831013747109349e-04 -1.239706577046417735e-04 9.997993057491799673e-01
-1.056419753510152857e-04 -1.056329434770963971e-04 9.998289498709088674e-01
-8.876827144713835482e-05 -8.876189400330858348e-05 9.998562729190170195e-01
-7.336195665297250124e-05 -7.335759865489954734e-05 9.998812588372879562e-01
-5.942300082901096276e-05 -5.942014260484906885e-05 9.999038036210093905e-01
-4.695137670677270743e-05 -4.694958991180442354e-05 9.999240668700913881e-01
-3.594705988787521710e-05 -3.594601610112935219e-05 9.999416791873693144e-01
-2.641002884473197157e-05 -2.640946510945596515e-05 9.999572459289368664e-01
-1.834026492016487686e-05 -1.833999697475885426e-05 9.999699658112657374e-01
-1.173775232733369885e-05 -1.173764887674177970e-05 9.999799465051850689e-01
-6.602478149867427100e-06 -6.602424148072216781e-06 9.999942613537693425e-01
-2.934432341622335985e-06 -2.934393451337058423e-06 9.999942613537693425e-01
-7.336077267727025494e-07 -7.335657324913924526e-07 9.999942613537693425e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.336074869780957335e-07 7.338122329780816244e-07 1.000003089184601897e+00
2.934428513262610500e-06 2.934465312964817940e-06 1.000006089184601897e+00
6.602458773412090157e-06 6.602484749373971340e-06 1.000012589184601897e+00
1.173769109181566420e-05 1.173779098784244468e-05 1.000020492205421441e+00
1.834011542246463336e-05 1.834038154391315345e-05 1.000030160070320973e+00
2.640971884913630437e-05 2.641028155503377661e-05 1.000042836020389458e+00
3.594648558540618552e-05 3.594753246760618026e-05 1.000058159952062597e+00
4.695039697460629994e-05 4.695218136396839270e-05 1.000076026138736918e+00
5.942143149000407896e-05 5.942428803695776196e-05 1.000096264526483703e+00
7.335956473485668401e-05 7.336392066004115975e-05 1.000118802698747977e+00
8.876476944228956585e-05 8.877114971905797347e-05 1.000143702709401339e+00
1.056370154753741205e-04 1.056460502788514333e-04 1.000171043879825028e+00
1.239762698274764500e-04 1.239887128470229527e-04 1.000200759978493892e+00
1.437824966221012577e-04 1.437992343875649226e-04 1.000232824901961637e+00
1.650556571129039370e-04 1.650777151860349790e-04 1.000267270718743218e+00
1.877957096838547195e-04 1.878242631367932347e-04 1.000304115800354943e+00
2.120026098496569198e-04 2.120390004818339946e-04 1.000343317698744405e+00
2.376763102551162276e-04 2.377220478337882525e-04 1.000384914626116339e+00
2.648167606761251910e-04 2.648735417480896359e-04 1.000428878955360146e+00
2.934239080191549959e-04 2.934936216056893699e-04 1.000475221004916149e+00
3.234976963213195703e-04 3.235824337601833633e-04 1.000523948147081121e+00
3.550380667511709542e-04 3.551401359755956832e-04 1.000575050089174356e+00
3.880449576081203365e-04 3.881668899938794937e-04 1.000628535014230325e+00
4.225183043229231803e-04 4.226628672014953736e-04 1.000684399820018111e+00
4.584580394578760608e-04 4.586282463983071267e-04 1.000742644150510285e+00
4.958640927066566362e-04 4.960632129140662983e-04 1.000803270821701174e+00
5.347363908948743689e-04 5.349679605932688986e-04 1.000866279824287552e+00
5.750748579799438900e-04 5.753426909835823722e-04 1.000931670369409110e+00
6.168794150514167116e-04 6.171876127654130073e-04 1.000999443840852710e+00
6.601499803310988080e-04 6.605029425281738753e-04 1.001069600483900368e+00
7.048864691730629762e-04 7.052889038037246650e-04 1.001142141992106716e+00
7.510887940644012713e-04 7.515457289881677383e-04 1.001217067612538925e+00
7.987568646247914352e-04 7.992736576230008438e-04 1.001294377371533262e+00
8.478905876068924125e-04 8.484729359210518851e-04 1.001374073592084413e+00
8.984898668967578658e-04 8.991438189542844128e-04 1.001456155804639092e+00
9.505546035139482821e-04 9.512865689731420105e-04 1.001540624775578037e+00
1.004084695611501482e-03 1.004901455488482753e-03 1.001627481648499796e+00
1.059080038476676927e-03 1.059988756296093015e-03 1.001716726702602145e+00
1.115540524530598361e-03 1.116548756289859057e-03 1.001808360871577319e+00
1.173466043329150560e-03 1.174581748537351089e-03 1.001902384574159255e+00
1.232856481562527541e-03 1.234088033138958096e-03 1.001998798905904930e+00
1.293711723056080410e-03 1.295067918393622008e-03 1.002097604304565071e+00
1.356031648770232361e-03 1.357521719882903710e-03 1.002198801719448307e+00
1.419816136800983045e-03 1.421449761094706332e-03 1.002302391831681572e+00
1.485065062379822484e-03 1.486852372750924189e-03 1.002408375749107572e+00
1.551778297874530565e-03 1.553729893822852759e-03 1.002516753980888131e+00
1.619955712788972773e-03 1.622082670483582234e-03 1.002627527537339969e+00
1.689597173763838535e-03 1.691911056921568957e-03 1.002740697135791947e+00
1.760702544576498319e-03 1.763215414624097477e-03 1.002856263838636686e+00
1.833271686141607322e-03 1.835996112932614110e-03 1.002974228543063617e+00
1.907304456511468025e-03 1.910253529033401065e-03 1.003094592040440380e+00
1.982800710876038430e-03 1.985988047455755634e-03 1.003217355420834567e+00
2.059760301563625957e-03 2.063200060675951519e-03 1.003342519583681591e+00
2.138183078040923214e-03 2.141889968706012226e-03 1.003470085552301105e+00
2.218068886913564849e-03 2.222058179380370646e-03 1.003600054275591624e+00
2.299417571926266977e-03 2.303705107984610478e-03 1.003732426903821029e+00
2.382228973963518466e-03 2.386831177870307741e-03 1.003867204344671027e+00
2.466502931049600455e-03 2.471436819905470372e-03 1.004004387656700858e+00
2.552239278349147968e-03 2.557522472641293731e-03 1.004143977954572886e+00
2.639437848167259636e-03 2.645088582297727697e-03 1.004285976355989929e+00
2.728098469950251438e-03 2.734135602837417522e-03 1.004430384016114175e+00
