#z_left p([z_left, z_right])
0.0000e+00 2.0826e+02
9.9751e-03 5.8884e+02
1.9950e-02 8.6665e+02
2.9925e-02 1.2428e+03
3.9900e-02 1.6764e+03
4.9875e-02 2.1490e+03
5.9850e-02 2.5881e+03
6.9825e-02 3.2096e+03
7.9800e-02 3.8481e+03
8.9776e-02 4.2167e+03
9.9751e-02 5.1502e+03
1.0973e-01 5.4653e+03
1.1970e-01 5.4540e+03
1.2968e-01 5.2449e+03
1.3965e-01 5.1461e+03
1.4963e-01 5.3722e+03
1.5960e-01 5.3119e+03
1.6958e-01 5.2412e+03
1.7955e-01 5.1742e+03
1.8953e-01 5.3449e+03
1.9950e-01 5.1718e+03
2.0948e-01 5.1010e+03
2.1945e-01 5.1305e+03
2.2943e-01 4.9154e+03
2.3940e-01 4.9345e+03
2.4938e-01 4.7282e+03
2.5935e-01 4.8808e+03
2.6933e-01 4.5944e+03
2.7930e-01 4.7388e+03
2.8928e-01 4.9749e+03
2.9925e-01 5.0789e+03
3.0923e-01 4.6350e+03
3.1920e-01 4.3967e+03
3.2918e-01 4.1593e+03
3.3915e-01 3.9777e+03
3.4913e-01 3.9540e+03
3.5910e-01 3.8923e+03
3.6908e-01 3.8425e+03
3.7905e-01 3.8525e+03
3.8903e-01 3.6528e+03
3.9900e-01 3.4813e+03
4.0898e-01 3.5470e+03
4.1895e-01 3.8415e+03
4.2893e-01 4.0035e+03
4.3890e-01 4.3402e+03
4.4888e-01 4.7364e+03
4.5885e-01 4.5144e+03
4.6883e-01 4.3605e+03
4.7880e-01 4.3013e+03
4.8878e-01 4.2239e+03
4.9875e-01 4.4060e+03
5.0873e-01 4.6320e+03
5.1870e-01 4.1556e+03
5.2868e-01 3.8302e+03
5.3865e-01 3.9317e+03
5.4863e-01 4.2835e+03
5.5860e-01 4.4750e+03
5.6858e-01 4.7947e+03
5.7855e-01 4.9096e+03
5.8853e-01 5.6925e+03
5.9850e-01 5.9505e+03
6.0848e-01 6.6315e+03
6.1845e-01 7.1351e+03
6.2843e-01 7.5847e+03
6.3840e-01 7.8513e+03
6.4838e-01 8.2982e+03
6.5835e-01 8.7646e+03
6.6833e-01 9.5350e+03
6.7830e-01 1.0440e+04
6.8828e-01 1.2093e+04
6.9825e-01 1.4767e+04
7.0823e-01 1.7789e+04
7.1820e-01 2.0848e+04
7.2818e-01 2.2948e+04
7.3815e-01 2.5335e+04
7.4813e-01 2.7297e+04
7.5810e-01 2.9757e+04
7.6808e-01 3.2103e+04
7.7805e-01 3.4893e+04
7.8803e-01 3.7180e+04
7.9800e-01 3.9663e+04
8.0798e-01 4.1720e+04
8.1796e-01 4.3319e+04
8.2793e-01 4.4992e+04
8.3791e-01 4.6521e+04
8.4788e-01 4.7369e+04
8.5786e-01 4.8634e+04
8.6783e-01 5.0088e+04
8.7781e-01 5.1049e+04
8.8778e-01 5.2109e+04
8.9776e-01 5.3816e+04
9.0773e-01 5.4691e+04
9.1771e-01 5.5526e+04
9.2768e-01 5.5657e+04
9.3766e-01 5.5412e+04
9.4763e-01 5.5021e+04
9.5761e-01 5.4532e+04
9.6758e-01 5.3322e+04
9.7756e-01 5.2231e+04
9.8753e-01 5.1040e+04
9.9751e-01 4.9637e+04
1.0075e+00 4.7795e+04
1.0175e+00 4.6136e+04
1.0274e+00 4.4139e+04
1.0374e+00 4.1960e+04
1.0474e+00 3.9391e+04
1.0574e+00 3.6391e+04
1.0673e+00 3.4019e+04
1.0773e+00 3.2502e+04
1.0873e+00 3.0590e+04
1.0973e+00 2.9257e+04
1.1072e+00 2.7195e+04
1.1172e+00 2.5931e+04
1.1272e+00 2.4779e+04
1.1372e+00 2.3086e+04
1.1471e+00 2.1966e+04
1.1571e+00 2.0978e+04
1.1671e+00 2.0125e+04
1.1771e+00 1.9610e+04
1.1870e+00 1.9857e+04
1.1970e+00 2.0453e+04
1.2070e+00 2.0127e+04
1.2170e+00 1.8947e+04
1.2269e+00 1.7692e+04
1.2369e+00 1.6472e+04
1.2469e+00 1.5399e+04
1.2569e+00 1.4499e+04
1.2668e+00 1.3687e+04
1.2768e+00 1.2578e+04
1.2868e+00 1.1457e+04
1.2968e+00 1.0421e+04
1.3067e+00 9.2717e+03
1.3167e+00 8.8341e+03
1.3267e+00 8.6084e+03
1.3367e+00 8.4471e+03
1.3466e+00 8.1098e+03
1.3566e+00 7.9265e+03
1.3666e+00 7.5156e+03
1.3766e+00 7.3512e+03
1.3865e+00 6.9513e+03
1.3965e+00 6.6979e+03
1.4065e+00 6.4039e+03
1.4165e+00 6.2970e+03
1.4264e+00 6.1608e+03
1.4364e+00 5.9976e+03
1.4464e+00 5.7421e+03
1.4564e+00 5.4049e+03
1.4663e+00 5.2093e+03
1.4763e+00 5.1665e+03
1.4863e+00 5.1523e+03
1.4963e+00 4.7912e+03
1.5062e+00 4.7669e+03
1.5162e+00 4.4550e+03
1.5262e+00 4.2961e+03
1.5362e+00 4.1920e+03
1.5461e+00 3.9784e+03
1.5561e+00 3.6969e+03
1.5661e+00 3.5767e+03
1.5761e+00 3.5676e+03
1.5860e+00 3.4615e+03
1.5960e+00 3.3059e+03
1.6060e+00 3.1219e+03
1.6160e+00 2.9985e+03
1.6259e+00 2.8890e+03
1.6359e+00 2.8135e+03
1.6459e+00 2.6138e+03
1.6559e+00 2.6104e+03
1.6658e+00 2.5663e+03
1.6758e+00 2.3381e+03
1.6858e+00 2.3740e+03
1.6958e+00 2.2511e+03
1.7057e+00 2.2481e+03
1.7157e+00 2.0516e+03
1.7257e+00 2.1038e+03
1.7357e+00 1.9167e+03
1.7456e+00 1.8250e+03
1.7556e+00 1.7849e+03
1.7656e+00 1.7113e+03
1.7756e+00 1.6136e+03
1.7855e+00 1.5111e+03
1.7955e+00 1.4768e+03
1.8055e+00 1.5798e+03
1.8155e+00 1.5354e+03
1.8254e+00 1.4198e+03
1.8354e+00 1.3336e+03
1.8454e+00 1.2456e+03
1.8554e+00 1.1553e+03
1.8653e+00 1.2016e+03
1.8753e+00 1.1643e+03
1.8853e+00 1.1181e+03
1.8953e+00 1.2023e+03
1.9052e+00 1.0715e+03
1.9152e+00 1.0185e+03
1.9252e+00 9.6253e+02
1.9352e+00 9.1674e+02
1.9451e+00 9.1717e+02
1.9551e+00 8.3955e+02
1.9651e+00 8.4381e+02
1.9751e+00 7.6709e+02
1.9850e+00 8.5561e+02
1.9950e+00 7.9959e+02
2.0050e+00 7.0683e+02
2.0150e+00 7.7747e+02
2.0249e+00 7.3513e+02
2.0349e+00 6.9654e+02
2.0449e+00 7.0152e+02
2.0549e+00 7.2228e+02
2.0648e+00 6.4756e+02
2.0748e+00 6.4632e+02
2.0848e+00 6.4295e+02
2.0948e+00 6.3761e+02
2.1047e+00 6.6859e+02
2.1147e+00 5.6125e+02
2.1247e+00 6.5051e+02
2.1347e+00 5.1723e+02
2.1446e+00 5.1933e+02
2.1546e+00 5.3495e+02
2.1646e+00 5.2454e+02
2.1746e+00 5.0921e+02
2.1845e+00 5.0391e+02
2.1945e+00 4.9096e+02
2.2045e+00 4.7797e+02
2.2145e+00 4.8006e+02
2.2244e+00 4.4783e+02
2.2344e+00 4.4114e+02
2.2444e+00 4.6727e+02
2.2544e+00 3.9197e+02
2.2643e+00 4.2844e+02
2.2743e+00 4.0472e+02
2.2843e+00 3.7778e+02
2.2943e+00 4.1792e+02
2.3042e+00 3.6720e+02
2.3142e+00 3.8477e+02
2.3242e+00 3.5801e+02
2.3342e+00 3.8085e+02
2.3441e+00 3.6582e+02
2.3541e+00 2.9577e+02
2.3641e+00 3.5345e+02
2.3741e+00 2.8348e+02
2.3840e+00 3.0989e+02
2.3940e+00 3.1993e+02
2.4040e+00 2.7026e+02
2.4140e+00 3.0205e+02
2.4239e+00 2.9884e+02
2.4339e+00 3.1436e+02
2.4439e+00 2.6092e+02
2.4539e+00 2.4345e+02
2.4638e+00 2.2794e+02
2.4738e+00 2.9579e+02
2.4838e+00 2.4154e+02
2.4938e+00 2.2494e+02
2.5037e+00 2.1067e+02
2.5137e+00 2.4732e+02
2.5237e+00 2.2981e+02
2.5337e+00 2.1680e+02
2.5436e+00 2.4363e+02
2.5536e+00 2.2814e+02
2.5636e+00 1.6165e+02
2.5736e+00 1.9885e+02
