# variances: var_g = 4.85771e-02 ;  cov_gk = 5.81613e-04 ;  var_k_correlated = 8.96469e-06 ;  var_k_uncorrelated = 4.05325e-05
# shift params: lambda_g = 1.46148e+00 ;  lambda_k_correlated = 2.44045e-02 ;  lambda_k_uncorrelated = 5.73463e-02
# ell          C_gg(ell)          C_gk(ell)          C_kk_correlated(ell)          C_kk_uncorrelated(ell)
8249    5.06446e-08    6.06172e-10    8.97548e-12    2.98350e-11
8250    5.06335e-08    6.06039e-10    8.97349e-12    2.98281e-11
8251    5.06223e-08    6.05907e-10    8.97151e-12    2.98212e-11
8252    5.06112e-08    6.05774e-10    8.96952e-12    2.98143e-11
8253    5.06001e-08    6.05641e-10    8.96753e-12    2.98075e-11
8254    5.05890e-08    6.05508e-10    8.96555e-12    2.98006e-11
8255    5.05779e-08    6.05375e-10    8.96356e-12    2.97937e-11
8256    5.05668e-08    6.05243e-10    8.96158e-12    2.97868e-11
8257    5.05557e-08    6.05110e-10    8.95960e-12    2.97800e-11
8258    5.05446e-08    6.04977e-10    8.95761e-12    2.97731e-11
8259    5.05335e-08    6.04845e-10    8.95563e-12    2.97663e-11
8260    5.05225e-08    6.04712e-10    8.95365e-12    2.97594e-11
8261    5.05114e-08    6.04580e-10    8.95167e-12    2.97525e-11
8262    5.05003e-08    6.04447e-10    8.94969e-12    2.97457e-11
8263    5.04892e-08    6.04315e-10    8.94771e-12    2.97388e-11
8264    5.04781e-08    6.04182e-10    8.94573e-12    2.97320e-11
8265    5.04671e-08    6.04050e-10    8.94375e-12    2.97251e-11
8266    5.04560e-08    6.03918e-10    8.94177e-12    2.97183e-11
8267    5.04450e-08    6.03786e-10    8.93980e-12    2.97114e-11
8268    5.04339e-08    6.03653e-10    8.93782e-12    2.97046e-11
8269    5.04228e-08    6.03521e-10    8.93584e-12    2.96978e-11
8270    5.04118e-08    6.03389e-10    8.93387e-12    2.96909e-11
8271    5.04007e-08    6.03257e-10    8.93189e-12    2.96841e-11
8272    5.03897e-08    6.03125e-10    8.92992e-12    2.96773e-11
8273    5.03786e-08    6.02993e-10    8.92795e-12    2.96704e-11
8274    5.03676e-08    6.02861e-10    8.92597e-12    2.96636e-11
8275    5.03566e-08    6.02729e-10    8.92400e-12    2.96568e-11
8276    5.03455e-08    6.02597e-10    8.92203e-12    2.96499e-11
8277    5.03345e-08    6.02465e-10    8.92006e-12    2.96431e-11
8278    5.03235e-08    6.02333e-10    8.91809e-12    2.96363e-11
8279    5.03125e-08    6.02201e-10    8.91612e-12    2.96295e-11
8280    5.03015e-08    6.02070e-10    8.91415e-12    2.96227e-11
8281    5.02904e-08    6.01938e-10    8.91218e-12    2.96159e-11
8282    5.02794e-08    6.01806e-10    8.91021e-12    2.96090e-11
8283    5.02684e-08    6.01675e-10    8.90824e-12    2.96022e-11
8284    5.02574e-08    6.01543e-10    8.90628e-12    2.95954e-11
8285    5.02464e-08    6.01412e-10    8.90431e-12    2.95886e-11
8286    5.02354e-08    6.01280e-10    8.90235e-12    2.95818e-11
8287    5.02244e-08    6.01149e-10    8.90038e-12    2.95750e-11
8288    5.02134e-08    6.01017e-10    8.89842e-12    2.95682e-11
8289    5.02024e-08    6.00886e-10    8.89645e-12    2.95614e-11
8290    5.01915e-08    6.00754e-10    8.89449e-12    2.95546e-11
8291    5.01805e-08    6.00623e-10    8.89253e-12    2.95479e-11
8292    5.01695e-08    6.00492e-10    8.89056e-12    2.95411e-11
8293    5.01585e-08    6.00361e-10    8.88860e-12    2.95343e-11
8294    5.01475e-08    6.00229e-10    8.88664e-12    2.95275e-11
8295    5.01366e-08    6.00098e-10    8.88468e-12    2.95207e-11
8296    5.01256e-08    5.99967e-10    8.88272e-12    2.95139e-11
8297    5.01146e-08    5.99836e-10    8.88076e-12    2.95072e-11
8298    5.01037e-08    5.99705e-10    8.87880e-12    2.95004e-11
8299    5.00927e-08    5.99574e-10    8.87685e-12    2.94936e-11
8300    5.00818e-08    5.99443e-10    8.87489e-12    2.94868e-11
8301    5.00708e-08    5.99312e-10    8.87293e-12    2.94801e-11
8302    5.00599e-08    5.99181e-10    8.87098e-12    2.94733e-11
8303    5.00489e-08    5.99051e-10    8.86902e-12    2.94665e-11
8304    5.00380e-08    5.98920e-10    8.86707e-12    2.94598e-11
8305    5.00271e-08    5.98789e-10    8.86511e-12    2.94530e-11
8306    5.00161e-08    5.98658e-10    8.86316e-12    2.94463e-11
8307    5.00052e-08    5.98528e-10    8.86121e-12    2.94395e-11
8308    4.99943e-08    5.98397e-10    8.85925e-12    2.94327e-11
8309    4.99834e-08    5.98266e-10    8.85730e-12    2.94260e-11
8310    4.99724e-08    5.98136e-10    8.85535e-12    2.94192e-11
8311    4.99615e-08    5.98005e-10    8.85340e-12    2.94125e-11
8312    4.99506e-08    5.97875e-10    8.85145e-12    2.94058e-11
8313    4.99397e-08    5.97744e-10    8.84950e-12    2.93990e-11
8314    4.99288e-08    5.97614e-10    8.84755e-12    2.93923e-11
8315    4.99179e-08    5.97484e-10    8.84560e-12    2.93855e-11
8316    4.99070e-08    5.97353e-10    8.84366e-12    2.93788e-11
8317    4.98961e-08    5.97223e-10    8.84171e-12    2.93721e-11
8318    4.98852e-08    5.97093e-10    8.83976e-12    2.93653e-11
8319    4.98743e-08    5.96963e-10    8.83782e-12    2.93586e-11
8320    4.98634e-08    5.96832e-10    8.83587e-12    2.93519e-11
8321    4.98526e-08    5.96702e-10    8.83393e-12    2.93451e-11
8322    4.98417e-08    5.96572e-10    8.83198e-12    2.93384e-11
8323    4.98308e-08    5.96442e-10    8.83004e-12    2.93317e-11
8324    4.98199e-08    5.96312e-10    8.82810e-12    2.93250e-11
8325    4.98091e-08    5.96182e-10    8.82615e-12    2.93183e-11
8326    4.97982e-08    5.96052e-10    8.82421e-12    2.93116e-11
8327    4.97873e-08    5.95922e-10    8.82227e-12    2.93048e-11
8328    4.97765e-08    5.95793e-10    8.82033e-12    2.92981e-11
8329    4.97656e-08    5.95663e-10    8.81839e-12    2.92914e-11
8330    4.97548e-08    5.95533e-10    8.81645e-12    2.92847e-11
8331    4.97439e-08    5.95403e-10    8.81451e-12    2.92780e-11
8332    4.97331e-08    5.95274e-10    8.81257e-12    2.92713e-11
8333    4.97222e-08    5.95144e-10    8.81064e-12    2.92646e-11
8334    4.97114e-08    5.95014e-10    8.80870e-12    2.92579e-11
8335    4.97005e-08    5.94885e-10    8.80676e-12    2.92512e-11
8336    4.96897e-08    5.94755e-10    8.80483e-12    2.92445e-11
8337    4.96789e-08    5.94626e-10    8.80289e-12    2.92378e-11
8338    4.96681e-08    5.94496e-10    8.80096e-12    2.92312e-11
8339    4.96572e-08    5.94367e-10    8.79902e-12    2.92245e-11
8340    4.96464e-08    5.94237e-10    8.79709e-12    2.92178e-11
8341    4.96356e-08    5.94108e-10    8.79516e-12    2.92111e-11
8342    4.96248e-08    5.93979e-10    8.79323e-12    2.92044e-11
8343    4.96140e-08    5.93849e-10    8.79129e-12    2.91977e-11
8344    4.96032e-08    5.93720e-10    8.78936e-12    2.91911e-11
8345    4.95924e-08    5.93591e-10    8.78743e-12    2.91844e-11
8346    4.95816e-08    5.93462e-10    8.78550e-12    2.91777e-11
8347    4.95708e-08    5.93333e-10    8.78357e-12    2.91711e-11
8348    4.95600e-08    5.93204e-10    8.78165e-12    2.91644e-11
8349    4.95492e-08    5.93075e-10    8.77972e-12    2.91577e-11
8350    4.95384e-08    5.92946e-10    8.77779e-12    2.91511e-11
8351    4.95276e-08    5.92817e-10    8.77586e-12    2.91444e-11
8352    4.95168e-08    5.92688e-10    8.77394e-12    2.91377e-11
8353    4.95060e-08    5.92559e-10    8.77201e-12    2.91311e-11
8354    4.94953e-08    5.92430e-10    8.77009e-12    2.91244e-11
8355    4.94845e-08    5.92301e-10    8.76816e-12    2.91178e-11
8356    4.94737e-08    5.92173e-10    8.76624e-12    2.91111e-11
8357    4.94630e-08    5.92044e-10    8.76432e-12    2.91045e-11
8358    4.94522e-08    5.91915e-10    8.76239e-12    2.90978e-11
8359    4.94414e-08    5.91787e-10    8.76047e-12    2.90912e-11
8360    4.94307e-08    5.91658e-10    8.75855e-12    2.90846e-11
8361    4.94199e-08    5.91529e-10    8.75663e-12    2.90779e-11
8362    4.94092e-08    5.91401e-10    8.75471e-12    2.90713e-11
8363    4.93984e-08    5.91272e-10    8.75279e-12    2.90647e-11
8364    4.93877e-08    5.91144e-10    8.75087e-12    2.90580e-11
8365    4.93769e-08    5.91015e-10    8.74895e-12    2.90514e-11
8366    4.93662e-08    5.90887e-10    8.74703e-12    2.90448e-11
8367    4.93555e-08    5.90759e-10    8.74511e-12    2.90381e-11
8368    4.93448e-08    5.90630e-10    8.74320e-12    2.90315e-11
8369    4.93340e-08    5.90502e-10    8.74128e-12    2.90249e-11
8370    4.93233e-08    5.90374e-10    8.73937e-12    2.90183e-11
8371    4.93126e-08    5.90246e-10    8.73745e-12    2.90117e-11
8372    4.93019e-08    5.90118e-10    8.73554e-12    2.90050e-11
8373    4.92912e-08    5.89990e-10    8.73362e-12    2.89984e-11
8374    4.92804e-08    5.89862e-10    8.73171e-12    2.89918e-11
8375    4.92697e-08    5.89733e-10    8.72980e-12    2.89852e-11
8376    4.92590e-08    5.89605e-10    8.72788e-12    2.89786e-11
8377    4.92483e-08    5.89478e-10    8.72597e-12    2.89720e-11
8378    4.92376e-08    5.89350e-10    8.72406e-12    2.89654e-11
8379    4.92269e-08    5.89222e-10    8.72215e-12    2.89588e-11
8380    4.92162e-08    5.89094e-10    8.72024e-12    2.89522e-11
8381    4.92056e-08    5.88966e-10    8.71833e-12    2.89456e-11
8382    4.91949e-08    5.88838e-10    8.71642e-12    2.89390e-11
8383    4.91842e-08    5.88711e-10    8.71452e-12    2.89324e-11
8384    4.91735e-08    5.88583e-10    8.71261e-12    2.89258e-11
8385    4.91628e-08    5.88455e-10    8.71070e-12    2.89192e-11
8386    4.91522e-08    5.88328e-10    8.70880e-12    2.89126e-11
8387    4.91415e-08    5.88200e-10    8.70689e-12    2.89061e-11
8388    4.91308e-08    5.88073e-10    8.70498e-12    2.88995e-11
8389    4.91202e-08    5.87945e-10    8.70308e-12    2.88929e-11
8390    4.91095e-08    5.87818e-10    8.70118e-12    2.88863e-11
8391    4.90989e-08    5.87690e-10    8.69927e-12    2.88798e-11
8392    4.90882e-08    5.87563e-10    8.69737e-12    2.88732e-11
8393    4.90776e-08    5.87436e-10    8.69547e-12    2.88666e-11
8394    4.90669e-08    5.87308e-10    8.69357e-12    2.88600e-11
8395    4.90563e-08    5.87181e-10    8.69166e-12    2.88535e-11
8396    4.90456e-08    5.87054e-10    8.68976e-12    2.88469e-11
8397    4.90350e-08    5.86927e-10    8.68786e-12    2.88403e-11
8398    4.90244e-08    5.86799e-10    8.68597e-12    2.88338e-11
8399    4.90137e-08    5.86672e-10    8.68407e-12    2.88272e-11
8400    4.90031e-08    5.86545e-10    8.68217e-12    2.88207e-11
8401    4.89925e-08    5.86418e-10    8.68027e-12    2.88141e-11
8402    4.89819e-08    5.86291e-10    8.67837e-12    2.88076e-11
8403    4.89712e-08    5.86164e-10    8.67648e-12    2.88010e-11
8404    4.89606e-08    5.86037e-10    8.67458e-12    2.87945e-11
8405    4.89500e-08    5.85910e-10    8.67269e-12    2.87879e-11
8406    4.89394e-08    5.85784e-10    8.67079e-12    2.87814e-11
8407    4.89288e-08    5.85657e-10    8.66890e-12    2.87748e-11
8408    4.89182e-08    5.85530e-10    8.66700e-12    2.87683e-11
8409    4.89076e-08    5.85403e-10    8.66511e-12    2.87618e-11
8410    4.88970e-08    5.85277e-10    8.66322e-12    2.87552e-11
8411    4.88864e-08    5.85150e-10    8.66133e-12    2.87487e-11
8412    4.88758e-08    5.85023e-10    8.65944e-12    2.87422e-11
8413    4.88652e-08    5.84897e-10    8.65754e-12    2.87356e-11
8414    4.88547e-08    5.84770e-10    8.65565e-12    2.87291e-11
8415    4.88441e-08    5.84644e-10    8.65376e-12    2.87226e-11
8416    4.88335e-08    5.84517e-10    8.65188e-12    2.87161e-11
8417    4.88229e-08    5.84391e-10    8.64999e-12    2.87095e-11
8418    4.88124e-08    5.84265e-10    8.64810e-12    2.87030e-11
8419    4.88018e-08    5.84138e-10    8.64621e-12    2.86965e-11
8420    4.87912e-08    5.84012e-10    8.64433e-12    2.86900e-11
8421    4.87807e-08    5.83886e-10    8.64244e-12    2.86835e-11
8422    4.87701e-08    5.83759e-10    8.64055e-12    2.86770e-11
8423    4.87595e-08    5.83633e-10    8.63867e-12    2.86705e-11
8424    4.87490e-08    5.83507e-10    8.63679e-12    2.86640e-11
8425    4.87385e-08    5.83381e-10    8.63490e-12    2.86575e-11
8426    4.87279e-08    5.83255e-10    8.63302e-12    2.86510e-11
8427    4.87174e-08    5.83129e-10    8.63114e-12    2.86445e-11
8428    4.87068e-08    5.83003e-10    8.62925e-12    2.86380e-11
8429    4.86963e-08    5.82877e-10    8.62737e-12    2.86315e-11
8430    4.86858e-08    5.82751e-10    8.62549e-12    2.86250e-11
8431    4.86752e-08    5.82625e-10    8.62361e-12    2.86185e-11
8432    4.86647e-08    5.82499e-10    8.62173e-12    2.86120e-11
8433    4.86542e-08    5.82373e-10    8.61985e-12    2.86055e-11
8434    4.86437e-08    5.82247e-10    8.61797e-12    2.85990e-11
8435    4.86331e-08    5.82122e-10    8.61610e-12    2.85925e-11
8436    4.86226e-08    5.81996e-10    8.61422e-12    2.85861e-11
8437    4.86121e-08    5.81870e-10    8.61234e-12    2.85796e-11
8438    4.86016e-08    5.81745e-10    8.61046e-12    2.85731e-11
8439    4.85911e-08    5.81619e-10    8.60859e-12    2.85666e-11
8440    4.85806e-08    5.81494e-10    8.60671e-12    2.85602e-11
8441    4.85701e-08    5.81368e-10    8.60484e-12    2.85537e-11
8442    4.85596e-08    5.81243e-10    8.60297e-12    2.85472e-11
8443    4.85491e-08    5.81117e-10    8.60109e-12    2.85407e-11
8444    4.85386e-08    5.80992e-10    8.59922e-12    2.85343e-11
8445    4.85282e-08    5.80866e-10    8.59735e-12    2.85278e-11
8446    4.85177e-08    5.80741e-10    8.59547e-12    2.85214e-11
8447    4.85072e-08    5.80616e-10    8.59360e-12    2.85149e-11
8448    4.84967e-08    5.80490e-10    8.59173e-12    2.85084e-11
8449    4.84862e-08    5.80365e-10    8.58986e-12    2.85020e-11
8450    4.84758e-08    5.80240e-10    8.58799e-12    2.84955e-11
8451    4.84653e-08    5.80115e-10    8.58612e-12    2.84891e-11
8452    4.84548e-08    5.79990e-10    8.58426e-12    2.84826e-11
8453    4.84444e-08    5.79865e-10    8.58239e-12    2.84762e-11
8454    4.84339e-08    5.79740e-10    8.58052e-12    2.84698e-11
8455    4.84235e-08    5.79615e-10    8.57865e-12    2.84633e-11
8456    4.84130e-08    5.79490e-10    8.57679e-12    2.84569e-11
8457    4.84026e-08    5.79365e-10    8.57492e-12    2.84504e-11
8458    4.83921e-08    5.79240e-10    8.57306e-12    2.84440e-11
8459    4.83817e-08    5.79115e-10    8.57119e-12    2.84376e-11
8460    4.83713e-08    5.78990e-10    8.56933e-12    2.84311e-11
8461    4.83608e-08    5.78865e-10    8.56747e-12    2.84247e-11
8462    4.83504e-08    5.78741e-10    8.56560e-12    2.84183e-11
8463    4.83400e-08    5.78616e-10    8.56374e-12    2.84119e-11
8464    4.83295e-08    5.78491e-10    8.56188e-12    2.84054e-11
8465    4.83191e-08    5.78367e-10    8.56002e-12    2.83990e-11
8466    4.83087e-08    5.78242e-10    8.55816e-12    2.83926e-11
8467    4.82983e-08    5.78118e-10    8.55630e-12    2.83862e-11
8468    4.82879e-08    5.77993e-10    8.55444e-12    2.83798e-11
8469    4.82775e-08    5.77869e-10    8.55258e-12    2.83733e-11
8470    4.82670e-08    5.77744e-10    8.55072e-12    2.83669e-11
8471    4.82566e-08    5.77620e-10    8.54887e-12    2.83605e-11
8472    4.82462e-08    5.77495e-10    8.54701e-12    2.83541e-11
8473    4.82358e-08    5.77371e-10    8.54515e-12    2.83477e-11
8474    4.82254e-08    5.77247e-10    8.54330e-12    2.83413e-11
8475    4.82151e-08    5.77123e-10    8.54144e-12    2.83349e-11
8476    4.82047e-08    5.76998e-10    8.53959e-12    2.83285e-11
8477    4.81943e-08    5.76874e-10    8.53773e-12    2.83221e-11
8478    4.81839e-08    5.76750e-10    8.53588e-12    2.83157e-11
8479    4.81735e-08    5.76626e-10    8.53402e-12    2.83093e-11
8480    4.81631e-08    5.76502e-10    8.53217e-12    2.83029e-11
8481    4.81528e-08    5.76378e-10    8.53032e-12    2.82966e-11
8482    4.81424e-08    5.76254e-10    8.52847e-12    2.82902e-11
8483    4.81320e-08    5.76130e-10    8.52662e-12    2.82838e-11
8484    4.81217e-08    5.76006e-10    8.52477e-12    2.82774e-11
8485    4.81113e-08    5.75882e-10    8.52292e-12    2.82710e-11
8486    4.81010e-08    5.75758e-10    8.52107e-12    2.82646e-11
8487    4.80906e-08    5.75634e-10    8.51922e-12    2.82583e-11
8488    4.80802e-08    5.75511e-10    8.51737e-12    2.82519e-11
8489    4.80699e-08    5.75387e-10    8.51552e-12    2.82455e-11
8490    4.80596e-08    5.75263e-10    8.51368e-12    2.82391e-11
8491    4.80492e-08    5.75139e-10    8.51183e-12    2.82328e-11
8492    4.80389e-08    5.75016e-10    8.50998e-12    2.82264e-11
8493    4.80285e-08    5.74892e-10    8.50814e-12    2.82200e-11
8494    4.80182e-08    5.74769e-10    8.50629e-12    2.82137e-11
8495    4.80079e-08    5.74645e-10    8.50445e-12    2.82073e-11
8496    4.79975e-08    5.74522e-10    8.50261e-12    2.82010e-11
8497    4.79872e-08    5.74398e-10    8.50076e-12    2.81946e-11
8498    4.79769e-08    5.74275e-10    8.49892e-12    2.81883e-11
8499    4.79666e-08    5.74151e-10    8.49708e-12    2.81819e-11
8500    4.79563e-08    5.74028e-10    8.49524e-12    2.81756e-11
8501    4.79460e-08    5.73905e-10    8.49340e-12    2.81692e-11
8502    4.79357e-08    5.73782e-10    8.49156e-12    2.81629e-11
8503    4.79253e-08    5.73658e-10    8.48972e-12    2.81565e-11
8504    4.79150e-08    5.73535e-10    8.48788e-12    2.81502e-11
8505    4.79047e-08    5.73412e-10    8.48604e-12    2.81438e-11
8506    4.78945e-08    5.73289e-10    8.48420e-12    2.81375e-11
8507    4.78842e-08    5.73166e-10    8.48236e-12    2.81312e-11
8508    4.78739e-08    5.73043e-10    8.48053e-12    2.81248e-11
8509    4.78636e-08    5.72920e-10    8.47869e-12    2.81185e-11
8510    4.78533e-08    5.72797e-10    8.47686e-12    2.81122e-11
8511    4.78430e-08    5.72674e-10    8.47502e-12    2.81058e-11
8512    4.78327e-08    5.72551e-10    8.47319e-12    2.80995e-11
8513    4.78225e-08    5.72428e-10    8.47135e-12    2.80932e-11
8514    4.78122e-08    5.72305e-10    8.46952e-12    2.80869e-11
8515    4.78019e-08    5.72183e-10    8.46768e-12    2.80805e-11
8516    4.77917e-08    5.72060e-10    8.46585e-12    2.80742e-11
8517    4.77814e-08    5.71937e-10    8.46402e-12    2.80679e-11
8518    4.77711e-08    5.71814e-10    8.46219e-12    2.80616e-11
8519    4.77609e-08    5.71692e-10    8.46036e-12    2.80553e-11
8520    4.77506e-08    5.71569e-10    8.45853e-12    2.80490e-11
8521    4.77404e-08    5.71447e-10    8.45670e-12    2.80427e-11
8522    4.77301e-08    5.71324e-10    8.45487e-12    2.80364e-11
8523    4.77199e-08    5.71202e-10    8.45304e-12    2.80301e-11
8524    4.77096e-08    5.71079e-10    8.45121e-12    2.80238e-11
8525    4.76994e-08    5.70957e-10    8.44938e-12    2.80175e-11
8526    4.76892e-08    5.70834e-10    8.44756e-12    2.80112e-11
8527    4.76789e-08    5.70712e-10    8.44573e-12    2.80049e-11
8528    4.76687e-08    5.70590e-10    8.44391e-12    2.79986e-11
8529    4.76585e-08    5.70467e-10    8.44208e-12    2.79923e-11
8530    4.76483e-08    5.70345e-10    8.44026e-12    2.79860e-11
8531    4.76380e-08    5.70223e-10    8.43843e-12    2.79797e-11
8532    4.76278e-08    5.70101e-10    8.43661e-12    2.79734e-11
8533    4.76176e-08    5.69979e-10    8.43478e-12    2.79671e-11
8534    4.76074e-08    5.69857e-10    8.43296e-12    2.79609e-11
8535    4.75972e-08    5.69734e-10    8.43114e-12    2.79546e-11
8536    4.75870e-08    5.69612e-10    8.42932e-12    2.79483e-11
8537    4.75768e-08    5.69490e-10    8.42750e-12    2.79420e-11
8538    4.75666e-08    5.69368e-10    8.42568e-12    2.79357e-11
8539    4.75564e-08    5.69247e-10    8.42386e-12    2.79295e-11
8540    4.75462e-08    5.69125e-10    8.42204e-12    2.79232e-11
8541    4.75360e-08    5.69003e-10    8.42022e-12    2.79169e-11
8542    4.75258e-08    5.68881e-10    8.41840e-12    2.79107e-11
8543    4.75156e-08    5.68759e-10    8.41658e-12    2.79044e-11
8544    4.75055e-08    5.68638e-10    8.41477e-12    2.78981e-11
8545    4.74953e-08    5.68516e-10    8.41295e-12    2.78919e-11
8546    4.74851e-08    5.68394e-10    8.41113e-12    2.78856e-11
8547    4.74749e-08    5.68273e-10    8.40932e-12    2.78794e-11
8548    4.74648e-08    5.68151e-10    8.40750e-12    2.78731e-11
8549    4.74546e-08    5.68029e-10    8.40569e-12    2.78669e-11
8550    4.74444e-08    5.67908e-10    8.40388e-12    2.78606e-11
8551    4.74343e-08    5.67786e-10    8.40206e-12    2.78544e-11
8552    4.74241e-08    5.67665e-10    8.40025e-12    2.78481e-11
8553    4.74140e-08    5.67544e-10    8.39844e-12    2.78419e-11
8554    4.74038e-08    5.67422e-10    8.39663e-12    2.78356e-11
8555    4.73937e-08    5.67301e-10    8.39482e-12    2.78294e-11
8556    4.73835e-08    5.67180e-10    8.39300e-12    2.78231e-11
8557    4.73734e-08    5.67058e-10    8.39119e-12    2.78169e-11
8558    4.73632e-08    5.66937e-10    8.38939e-12    2.78107e-11
8559    4.73531e-08    5.66816e-10    8.38758e-12    2.78044e-11
8560    4.73430e-08    5.66695e-10    8.38577e-12    2.77982e-11
8561    4.73328e-08    5.66574e-10    8.38396e-12    2.77920e-11
8562    4.73227e-08    5.66452e-10    8.38215e-12    2.77858e-11
8563    4.73126e-08    5.66331e-10    8.38035e-12    2.77795e-11
8564    4.73025e-08    5.66210e-10    8.37854e-12    2.77733e-11
8565    4.72924e-08    5.66089e-10    8.37673e-12    2.77671e-11
8566    4.72822e-08    5.65968e-10    8.37493e-12    2.77609e-11
8567    4.72721e-08    5.65848e-10    8.37312e-12    2.77547e-11
8568    4.72620e-08    5.65727e-10    8.37132e-12    2.77484e-11
8569    4.72519e-08    5.65606e-10    8.36952e-12    2.77422e-11
8570    4.72418e-08    5.65485e-10    8.36771e-12    2.77360e-11
8571    4.72317e-08    5.65364e-10    8.36591e-12    2.77298e-11
8572    4.72216e-08    5.65244e-10    8.36411e-12    2.77236e-11
8573    4.72115e-08    5.65123e-10    8.36231e-12    2.77174e-11
8574    4.72014e-08    5.65002e-10    8.36051e-12    2.77112e-11
8575    4.71913e-08    5.64882e-10    8.35871e-12    2.77050e-11
8576    4.71813e-08    5.64761e-10    8.35691e-12    2.76988e-11
8577    4.71712e-08    5.64640e-10    8.35511e-12    2.76926e-11
8578    4.71611e-08    5.64520e-10    8.35331e-12    2.76864e-11
8579    4.71510e-08    5.64399e-10    8.35151e-12    2.76802e-11
8580    4.71410e-08    5.64279e-10    8.34972e-12    2.76740e-11
8581    4.71309e-08    5.64159e-10    8.34792e-12    2.76678e-11
8582    4.71208e-08    5.64038e-10    8.34612e-12    2.76616e-11
8583    4.71108e-08    5.63918e-10    8.34433e-12    2.76555e-11
8584    4.71007e-08    5.63798e-10    8.34253e-12    2.76493e-11
8585    4.70906e-08    5.63677e-10    8.34074e-12    2.76431e-11
8586    4.70806e-08    5.63557e-10    8.33894e-12    2.76369e-11
8587    4.70705e-08    5.63437e-10    8.33715e-12    2.76307e-11
8588    4.70605e-08    5.63317e-10    8.33535e-12    2.76246e-11
8589    4.70504e-08    5.63197e-10    8.33356e-12    2.76184e-11
8590    4.70404e-08    5.63077e-10    8.33177e-12    2.76122e-11
8591    4.70304e-08    5.62956e-10    8.32998e-12    2.76060e-11
8592    4.70203e-08    5.62836e-10    8.32819e-12    2.75999e-11
8593    4.70103e-08    5.62716e-10    8.32640e-12    2.75937e-11
8594    4.70003e-08    5.62597e-10    8.32461e-12    2.75875e-11
8595    4.69902e-08    5.62477e-10    8.32282e-12    2.75814e-11
8596    4.69802e-08    5.62357e-10    8.32103e-12    2.75752e-11
8597    4.69702e-08    5.62237e-10    8.31924e-12    2.75691e-11
8598    4.69602e-08    5.62117e-10    8.31745e-12    2.75629e-11
8599    4.69501e-08    5.61997e-10    8.31567e-12    2.75567e-11
8600    4.69401e-08    5.61878e-10    8.31388e-12    2.75506e-11
8601    4.69301e-08    5.61758e-10    8.31209e-12    2.75444e-11
8602    4.69201e-08    5.61638e-10    8.31031e-12    2.75383e-11
8603    4.69101e-08    5.61519e-10    8.30852e-12    2.75321e-11
8604    4.69001e-08    5.61399e-10    8.30674e-12    2.75260e-11
8605    4.68901e-08    5.61279e-10    8.30495e-12    2.75199e-11
8606    4.68801e-08    5.61160e-10    8.30317e-12    2.75137e-11
8607    4.68701e-08    5.61040e-10    8.30139e-12    2.75076e-11
8608    4.68601e-08    5.60921e-10    8.29960e-12    2.75014e-11
8609    4.68501e-08    5.60802e-10    8.29782e-12    2.74953e-11
8610    4.68402e-08    5.60682e-10    8.29604e-12    2.74892e-11
8611    4.68302e-08    5.60563e-10    8.29426e-12    2.74830e-11
8612    4.68202e-08    5.60443e-10    8.29248e-12    2.74769e-11
8613    4.68102e-08    5.60324e-10    8.29070e-12    2.74708e-11
8614    4.68002e-08    5.60205e-10    8.28892e-12    2.74647e-11
8615    4.67903e-08    5.60086e-10    8.28714e-12    2.74585e-11
8616    4.67803e-08    5.59967e-10    8.28536e-12    2.74524e-11
8617    4.67703e-08    5.59847e-10    8.28359e-12    2.74463e-11
8618    4.67604e-08    5.59728e-10    8.28181e-12    2.74402e-11
8619    4.67504e-08    5.59609e-10    8.28003e-12    2.74341e-11
8620    4.67405e-08    5.59490e-10    8.27826e-12    2.74279e-11
8621    4.67305e-08    5.59371e-10    8.27648e-12    2.74218e-11
8622    4.67206e-08    5.59252e-10    8.27471e-12    2.74157e-11
8623    4.67106e-08    5.59133e-10    8.27293e-12    2.74096e-11
8624    4.67007e-08    5.59014e-10    8.27116e-12    2.74035e-11
8625    4.66907e-08    5.58896e-10    8.26938e-12    2.73974e-11
8626    4.66808e-08    5.58777e-10    8.26761e-12    2.73913e-11
8627    4.66709e-08    5.58658e-10    8.26584e-12    2.73852e-11
8628    4.66609e-08    5.58539e-10    8.26407e-12    2.73791e-11
8629    4.66510e-08    5.58421e-10    8.26230e-12    2.73730e-11
8630    4.66411e-08    5.58302e-10    8.26052e-12    2.73669e-11
8631    4.66312e-08    5.58183e-10    8.25875e-12    2.73608e-11
8632    4.66213e-08    5.58065e-10    8.25699e-12    2.73547e-11
8633    4.66113e-08    5.57946e-10    8.25522e-12    2.73486e-11
8634    4.66014e-08    5.57827e-10    8.25345e-12    2.73426e-11
8635    4.65915e-08    5.57709e-10    8.25168e-12    2.73365e-11
8636    4.65816e-08    5.57590e-10    8.24991e-12    2.73304e-11
8637    4.65717e-08    5.57472e-10    8.24814e-12    2.73243e-11
8638    4.65618e-08    5.57354e-10    8.24638e-12    2.73182e-11
8639    4.65519e-08    5.57235e-10    8.24461e-12    2.73121e-11
8640    4.65420e-08    5.57117e-10    8.24285e-12    2.73061e-11
8641    4.65321e-08    5.56999e-10    8.24108e-12    2.73000e-11
8642    4.65222e-08    5.56880e-10    8.23932e-12    2.72939e-11
