#Cosmological Parameters: Om_m = 3.1750000000e-01, Om_l = 6.8250000000e-01, Om_r = 0.0000000000e+00
#a_max = 1.0100000000e+00
#t              eta(t)              w(eta)              z(eta)              a(eta)              H(eta)       H_prime(eta)
6.3393366390e-01    2.8554481644e+00    3.7432774592e-01    4.1733455558e-01    7.0554972082e-01    8.8868020133e-01    1.1474691814e-01
6.3397154798e-01    2.8555018576e+00    3.7427405278e-01    4.1726692737e-01    7.0558338778e-01    8.8868636361e-01    1.1479007871e-01
6.3400943181e-01    2.8555555478e+00    3.7422036257e-01    4.1719930561e-01    7.0561705473e-01    8.8869252787e-01    1.1483323980e-01
6.3404731537e-01    2.8556092351e+00    3.7416667529e-01    4.1713169031e-01    7.0565072169e-01    8.8869869412e-01    1.1487640141e-01
6.3408519867e-01    2.8556629194e+00    3.7411299094e-01    4.1706408146e-01    7.0568438865e-01    8.8870486234e-01    1.1491956355e-01
6.3412308171e-01    2.8557166008e+00    3.7405930953e-01    4.1699647906e-01    7.0571805560e-01    8.8871103254e-01    1.1496272620e-01
6.3416096448e-01    2.8557702793e+00    3.7400563106e-01    4.1692888312e-01    7.0575172256e-01    8.8871720472e-01    1.1500588939e-01
6.3419884699e-01    2.8558239548e+00    3.7395195551e-01    4.1686129362e-01    7.0578538951e-01    8.8872337889e-01    1.1504905309e-01
6.3423672924e-01    2.8558776274e+00    3.7389828290e-01    4.1679371056e-01    7.0581905647e-01    8.8872955503e-01    1.1509221732e-01
6.3427461122e-01    2.8559312971e+00    3.7384461323e-01    4.1672613396e-01    7.0585272342e-01    8.8873573315e-01    1.1513538207e-01
6.3431249295e-01    2.8559849639e+00    3.7379094648e-01    4.1665856380e-01    7.0588639038e-01    8.8874191325e-01    1.1517854735e-01
6.3435037440e-01    2.8560386277e+00    3.7373728267e-01    4.1659100008e-01    7.0592005734e-01    8.8874809532e-01    1.1522171315e-01
6.3438825560e-01    2.8560922886e+00    3.7368362179e-01    4.1652344281e-01    7.0595372429e-01    8.8875427938e-01    1.1526487948e-01
6.3442613653e-01    2.8561459465e+00    3.7362996385e-01    4.1645589199e-01    7.0598739125e-01    8.8876046542e-01    1.1530804633e-01
6.3446401719e-01    2.8561996015e+00    3.7357630883e-01    4.1638834760e-01    7.0602105820e-01    8.8876665343e-01    1.1535121370e-01
6.3450189760e-01    2.8562532536e+00    3.7352265675e-01    4.1632080966e-01    7.0605472516e-01    8.8877284342e-01    1.1539438160e-01
6.3453977773e-01    2.8563069027e+00    3.7346900760e-01    4.1625327816e-01    7.0608839211e-01    8.8877903539e-01    1.1543755002e-01
6.3457765761e-01    2.8563605490e+00    3.7341536138e-01    4.1618575310e-01    7.0612205907e-01    8.8878522933e-01    1.1548071897e-01
6.3461553722e-01    2.8564141923e+00    3.7336171810e-01    4.1611823447e-01    7.0615572602e-01    8.8879142526e-01    1.1552388844e-01
6.3465341657e-01    2.8564678326e+00    3.7330807774e-01    4.1605072229e-01    7.0618939298e-01    8.8879762316e-01    1.1556705844e-01
6.3469129565e-01    2.8565214700e+00    3.7325444032e-01    4.1598321654e-01    7.0622305994e-01    8.8880382303e-01    1.1561022896e-01
6.3472917447e-01    2.8565751045e+00    3.7320080583e-01    4.1591571722e-01    7.0625672689e-01    8.8881002489e-01    1.1565340001e-01
6.3476705302e-01    2.8566287361e+00    3.7314717427e-01    4.1584822435e-01    7.0629039385e-01    8.8881622872e-01    1.1569657159e-01
6.3480493131e-01    2.8566823647e+00    3.7309354563e-01    4.1578073790e-01    7.0632406080e-01    8.8882243452e-01    1.1573974369e-01
6.3484280934e-01    2.8567359904e+00    3.7303991993e-01    4.1571325789e-01    7.0635772776e-01    8.8882864231e-01    1.1578291631e-01
6.3488068710e-01    2.8567896132e+00    3.7298629716e-01    4.1564578431e-01    7.0639139471e-01    8.8883485206e-01    1.1582608946e-01
6.3491856459e-01    2.8568432330e+00    3.7293267733e-01    4.1557831717e-01    7.0642506167e-01    8.8884106380e-01    1.1586926314e-01
6.3495644182e-01    2.8568968499e+00    3.7287906042e-01    4.1551085645e-01    7.0645872862e-01    8.8884727751e-01    1.1591243735e-01
6.3499431879e-01    2.8569504639e+00    3.7282544644e-01    4.1544340216e-01    7.0649239558e-01    8.8885349319e-01    1.1595561208e-01
6.3503219549e-01    2.8570040750e+00    3.7277183539e-01    4.1537595430e-01    7.0652606254e-01    8.8885971085e-01    1.1599878734e-01
6.3507007193e-01    2.8570576831e+00    3.7271822727e-01    4.1530851287e-01    7.0655972949e-01    8.8886593048e-01    1.1604196312e-01
6.3510794810e-01    2.8571112883e+00    3.7266462208e-01    4.1524107787e-01    7.0659339645e-01    8.8887215209e-01    1.1608513943e-01
6.3514582400e-01    2.8571648905e+00    3.7261101982e-01    4.1517364929e-01    7.0662706340e-01    8.8887837568e-01    1.1612831627e-01
6.3518369964e-01    2.8572184899e+00    3.7255742048e-01    4.1510622713e-01    7.0666073036e-01    8.8888460123e-01    1.1617149364e-01
6.3522157502e-01    2.8572720863e+00    3.7250382408e-01    4.1503881140e-01    7.0669439731e-01    8.8889082876e-01    1.1621467153e-01
6.3525945013e-01    2.8573256797e+00    3.7245023061e-01    4.1497140210e-01    7.0672806427e-01    8.8889705827e-01    1.1625784995e-01
6.3529732497e-01    2.8573792703e+00    3.7239664006e-01    4.1490399921e-01    7.0676173122e-01    8.8890328975e-01    1.1630102890e-01
6.3533519955e-01    2.8574328579e+00    3.7234305245e-01    4.1483660275e-01    7.0679539818e-01    8.8890952320e-01    1.1634420837e-01
6.3537307387e-01    2.8574864426e+00    3.7228946776e-01    4.1476921271e-01    7.0682906514e-01    8.8891575862e-01    1.1638738838e-01
6.3541094791e-01    2.8575400244e+00    3.7223588600e-01    4.1470182908e-01    7.0686273209e-01    8.8892199602e-01    1.1643056891e-01
6.3544882170e-01    2.8575936032e+00    3.7218230716e-01    4.1463445188e-01    7.0689639905e-01    8.8892823539e-01    1.1647374997e-01
6.3548669521e-01    2.8576471791e+00    3.7212873126e-01    4.1456708109e-01    7.0693006600e-01    8.8893447674e-01    1.1651693156e-01
6.3552456846e-01    2.8577007521e+00    3.7207515828e-01    4.1449971672e-01    7.0696373296e-01    8.8894072005e-01    1.1656011368e-01
6.3556244145e-01    2.8577543221e+00    3.7202158823e-01    4.1443235877e-01    7.0699739991e-01    8.8894696534e-01    1.1660329632e-01
6.3560031416e-01    2.8578078892e+00    3.7196802111e-01    4.1436500722e-01    7.0703106687e-01    8.8895321260e-01    1.1664647950e-01
6.3563818661e-01    2.8578614534e+00    3.7191445692e-01    4.1429766210e-01    7.0706473382e-01    8.8895946183e-01    1.1668966320e-01
6.3567605880e-01    2.8579150147e+00    3.7186089565e-01    4.1423032339e-01    7.0709840078e-01    8.8896571303e-01    1.1673284744e-01
6.3571393072e-01    2.8579685730e+00    3.7180733731e-01    4.1416299108e-01    7.0713206774e-01    8.8897196621e-01    1.1677603220e-01
6.3575180237e-01    2.8580221285e+00    3.7175378189e-01    4.1409566519e-01    7.0716573469e-01    8.8897822135e-01    1.1681921749e-01
6.3578967376e-01    2.8580756809e+00    3.7170022940e-01    4.1402834571e-01    7.0719940165e-01    8.8898447847e-01    1.1686240331e-01
6.3582754488e-01    2.8581292305e+00    3.7164667984e-01    4.1396103264e-01    7.0723306860e-01    8.8899073755e-01    1.1690558966e-01
6.3586541573e-01    2.8581827771e+00    3.7159313321e-01    4.1389372598e-01    7.0726673556e-01    8.8899699861e-01    1.1694877654e-01
6.3590328632e-01    2.8582363209e+00    3.7153958950e-01    4.1382642573e-01    7.0730040251e-01    8.8900326164e-01    1.1699196395e-01
6.3594115664e-01    2.8582898616e+00    3.7148604871e-01    4.1375913188e-01    7.0733406947e-01    8.8900952664e-01    1.1703515189e-01
6.3597902669e-01    2.8583433995e+00    3.7143251085e-01    4.1369184444e-01    7.0736773642e-01    8.8901579360e-01    1.1707834037e-01
6.3601689647e-01    2.8583969344e+00    3.7137897592e-01    4.1362456340e-01    7.0740140338e-01    8.8902206254e-01    1.1712152937e-01
6.3605476599e-01    2.8584504664e+00    3.7132544391e-01    4.1355728876e-01    7.0743507034e-01    8.8902833345e-01    1.1716471890e-01
6.3609263524e-01    2.8585039955e+00    3.7127191483e-01    4.1349002053e-01    7.0746873729e-01    8.8903460632e-01    1.1720790896e-01
6.3613050423e-01    2.8585575217e+00    3.7121838868e-01    4.1342275870e-01    7.0750240425e-01    8.8904088117e-01    1.1725109956e-01
6.3616837294e-01    2.8586110449e+00    3.7116486544e-01    4.1335550328e-01    7.0753607120e-01    8.8904715798e-01    1.1729429068e-01
6.3620624139e-01    2.8586645652e+00    3.7111134514e-01    4.1328825425e-01    7.0756973816e-01    8.8905343676e-01    1.1733748234e-01
6.3624410957e-01    2.8587180826e+00    3.7105782775e-01    4.1322101162e-01    7.0760340511e-01    8.8905971751e-01    1.1738067452e-01
6.3628197749e-01    2.8587715971e+00    3.7100431329e-01    4.1315377539e-01    7.0763707207e-01    8.8906600023e-01    1.1742386724e-01
6.3631984513e-01    2.8588251086e+00    3.7095080176e-01    4.1308654556e-01    7.0767073902e-01    8.8907228492e-01    1.1746706049e-01
6.3635771251e-01    2.8588786172e+00    3.7089729315e-01    4.1301932212e-01    7.0770440598e-01    8.8907857158e-01    1.1751025427e-01
6.3639557962e-01    2.8589321229e+00    3.7084378746e-01    4.1295210508e-01    7.0773807294e-01    8.8908486020e-01    1.1755344859e-01
6.3643344647e-01    2.8589856257e+00    3.7079028470e-01    4.1288489443e-01    7.0777173989e-01    8.8909115079e-01    1.1759664343e-01
6.3647131304e-01    2.8590391255e+00    3.7073678486e-01    4.1281769018e-01    7.0780540685e-01    8.8909744334e-01    1.1763983881e-01
6.3650917935e-01    2.8590926224e+00    3.7068328794e-01    4.1275049232e-01    7.0783907380e-01    8.8910373787e-01    1.1768303472e-01
6.3654704539e-01    2.8591461164e+00    3.7062979395e-01    4.1268330086e-01    7.0787274076e-01    8.8911003436e-01    1.1772623117e-01
6.3658491116e-01    2.8591996075e+00    3.7057630288e-01    4.1261611578e-01    7.0790640771e-01    8.8911633282e-01    1.1776942814e-01
6.3662277666e-01    2.8592530956e+00    3.7052281473e-01    4.1254893709e-01    7.0794007467e-01    8.8912263324e-01    1.1781262565e-01
6.3666064189e-01    2.8593065808e+00    3.7046932951e-01    4.1248176480e-01    7.0797374162e-01    8.8912893563e-01    1.1785582369e-01
6.3669850686e-01    2.8593600631e+00    3.7041584721e-01    4.1241459889e-01    7.0800740858e-01    8.8913523999e-01    1.1789902226e-01
6.3673637156e-01    2.8594135425e+00    3.7036236783e-01    4.1234743937e-01    7.0804107554e-01    8.8914154631e-01    1.1794222137e-01
6.3677423598e-01    2.8594670190e+00    3.7030889137e-01    4.1228028623e-01    7.0807474249e-01    8.8914785459e-01    1.1798542101e-01
6.3681210014e-01    2.8595204925e+00    3.7025541784e-01    4.1221313948e-01    7.0810840945e-01    8.8915416485e-01    1.1802862119e-01
6.3684996404e-01    2.8595739631e+00    3.7020194722e-01    4.1214599912e-01    7.0814207640e-01    8.8916047706e-01    1.1807182189e-01
6.3688782766e-01    2.8596274308e+00    3.7014847953e-01    4.1207886514e-01    7.0817574336e-01    8.8916679125e-01    1.1811502313e-01
6.3692569101e-01    2.8596808956e+00    3.7009501476e-01    4.1201173754e-01    7.0820941031e-01    8.8917310739e-01    1.1815822491e-01
6.3696355409e-01    2.8597343574e+00    3.7004155291e-01    4.1194461633e-01    7.0824307727e-01    8.8917942551e-01    1.1820142722e-01
6.3700141691e-01    2.8597878164e+00    3.6998809399e-01    4.1187750149e-01    7.0827674422e-01    8.8918574558e-01    1.1824463006e-01
6.3703927946e-01    2.8598412724e+00    3.6993463798e-01    4.1181039304e-01    7.0831041118e-01    8.8919206762e-01    1.1828783344e-01
6.3707714173e-01    2.8598947255e+00    3.6988118489e-01    4.1174329096e-01    7.0834407814e-01    8.8919839163e-01    1.1833103735e-01
6.3711500374e-01    2.8599481756e+00    3.6982773473e-01    4.1167619526e-01    7.0837774509e-01    8.8920471760e-01    1.1837424180e-01
6.3715286548e-01    2.8600016229e+00    3.6977428748e-01    4.1160910594e-01    7.0841141205e-01    8.8921104553e-01    1.1841744678e-01
6.3719072695e-01    2.8600550672e+00    3.6972084316e-01    4.1154202300e-01    7.0844507900e-01    8.8921737542e-01    1.1846065230e-01
6.3722858815e-01    2.8601085086e+00    3.6966740176e-01    4.1147494643e-01    7.0847874596e-01    8.8922370728e-01    1.1850385835e-01
6.3726644908e-01    2.8601619471e+00    3.6961396327e-01    4.1140787624e-01    7.0851241291e-01    8.8923004110e-01    1.1854706494e-01
6.3730430974e-01    2.8602153826e+00    3.6956052771e-01    4.1134081242e-01    7.0854607987e-01    8.8923637688e-01    1.1859027206e-01
6.3734217013e-01    2.8602688153e+00    3.6950709507e-01    4.1127375497e-01    7.0857974682e-01    8.8924271463e-01    1.1863347972e-01
6.3738003025e-01    2.8603222450e+00    3.6945366534e-01    4.1120670390e-01    7.0861341378e-01    8.8924905434e-01    1.1867668791e-01
6.3741789010e-01    2.8603756718e+00    3.6940023854e-01    4.1113965920e-01    7.0864708074e-01    8.8925539601e-01    1.1871989664e-01
6.3745574968e-01    2.8604290957e+00    3.6934681465e-01    4.1107262086e-01    7.0868074769e-01    8.8926173964e-01    1.1876310590e-01
6.3749360898e-01    2.8604825167e+00    3.6929339368e-01    4.1100558890e-01    7.0871441465e-01    8.8926808524e-01    1.1880631571e-01
6.3753146802e-01    2.8605359347e+00    3.6923997564e-01    4.1093856330e-01    7.0874808160e-01    8.8927443279e-01    1.1884952604e-01
6.3756932679e-01    2.8605893498e+00    3.6918656051e-01    4.1087154407e-01    7.0878174856e-01    8.8928078231e-01    1.1889273692e-01
6.3760718529e-01    2.8606427621e+00    3.6913314830e-01    4.1080453121e-01    7.0881541551e-01    8.8928713379e-01    1.1893594833e-01
6.3764504352e-01    2.8606961713e+00    3.6907973900e-01    4.1073752472e-01    7.0884908247e-01    8.8929348722e-01    1.1897916027e-01
6.3768290148e-01    2.8607495777e+00    3.6902633263e-01    4.1067052458e-01    7.0888274942e-01    8.8929984262e-01    1.1902237276e-01
6.3772075917e-01    2.8608029812e+00    3.6897292917e-01    4.1060353082e-01    7.0891641638e-01    8.8930619998e-01    1.1906558578e-01
6.3775861658e-01    2.8608563817e+00    3.6891952864e-01    4.1053654341e-01    7.0895008334e-01    8.8931255930e-01    1.1910879934e-01
6.3779647373e-01    2.8609097793e+00    3.6886613102e-01    4.1046956237e-01    7.0898375029e-01    8.8931892058e-01    1.1915201343e-01
6.3783433061e-01    2.8609631740e+00    3.6881273631e-01    4.1040258769e-01    7.0901741725e-01    8.8932528382e-01    1.1919522806e-01
6.3787218721e-01    2.8610165658e+00    3.6875934453e-01    4.1033561936e-01    7.0905108420e-01    8.8933164902e-01    1.1923844323e-01
6.3791004354e-01    2.8610699547e+00    3.6870595566e-01    4.1026865740e-01    7.0908475116e-01    8.8933801618e-01    1.1928165894e-01
6.3794789961e-01    2.8611233406e+00    3.6865256971e-01    4.1020170180e-01    7.0911841811e-01    8.8934438530e-01    1.1932487518e-01
6.3798575540e-01    2.8611767237e+00    3.6859918668e-01    4.1013475255e-01    7.0915208507e-01    8.8935075638e-01    1.1936809197e-01
6.3802361092e-01    2.8612301038e+00    3.6854580656e-01    4.1006780966e-01    7.0918575202e-01    8.8935712941e-01    1.1941130929e-01
6.3806146617e-01    2.8612834810e+00    3.6849242936e-01    4.1000087313e-01    7.0921941898e-01    8.8936350441e-01    1.1945452715e-01
6.3809932114e-01    2.8613368553e+00    3.6843905507e-01    4.0993394295e-01    7.0925308594e-01    8.8936988136e-01    1.1949774555e-01
6.3813717585e-01    2.8613902266e+00    3.6838568371e-01    4.0986701912e-01    7.0928675289e-01    8.8937626027e-01    1.1954096448e-01
6.3817503028e-01    2.8614435951e+00    3.6833231526e-01    4.0980010165e-01    7.0932041985e-01    8.8938264114e-01    1.1958418396e-01
6.3821288445e-01    2.8614969606e+00    3.6827894972e-01    4.0973319052e-01    7.0935408680e-01    8.8938902397e-01    1.1962740397e-01
6.3825073834e-01    2.8615503233e+00    3.6822558710e-01    4.0966628575e-01    7.0938775376e-01    8.8939540875e-01    1.1967062452e-01
6.3828859196e-01    2.8616036830e+00    3.6817222739e-01    4.0959938733e-01    7.0942142071e-01    8.8940179550e-01    1.1971384562e-01
6.3832644530e-01    2.8616570397e+00    3.6811887061e-01    4.0953249526e-01    7.0945508767e-01    8.8940818420e-01    1.1975706725e-01
6.3836429838e-01    2.8617103936e+00    3.6806551673e-01    4.0946560954e-01    7.0948875462e-01    8.8941457485e-01    1.1980028942e-01
6.3840215118e-01    2.8617637446e+00    3.6801216577e-01    4.0939873017e-01    7.0952242158e-01    8.8942096747e-01    1.1984351213e-01
6.3844000371e-01    2.8618170926e+00    3.6795881773e-01    4.0933185714e-01    7.0955608854e-01    8.8942736204e-01    1.1988673538e-01
6.3847785597e-01    2.8618704377e+00    3.6790547260e-01    4.0926499046e-01    7.0958975549e-01    8.8943375856e-01    1.1992995917e-01
6.3851570796e-01    2.8619237800e+00    3.6785213039e-01    4.0919813012e-01    7.0962342245e-01    8.8944015704e-01    1.1997318349e-01
6.3855355967e-01    2.8619771193e+00    3.6779879109e-01    4.0913127612e-01    7.0965708940e-01    8.8944655748e-01    1.2001640836e-01
6.3859141111e-01    2.8620304556e+00    3.6774545470e-01    4.0906442847e-01    7.0969075636e-01    8.8945295988e-01    1.2005963377e-01
6.3862926228e-01    2.8620837891e+00    3.6769212123e-01    4.0899758716e-01    7.0972442331e-01    8.8945936423e-01    1.2010285972e-01
6.3866711318e-01    2.8621371197e+00    3.6763879067e-01    4.0893075220e-01    7.0975809027e-01    8.8946577053e-01    1.2014608621e-01
6.3870496380e-01    2.8621904473e+00    3.6758546303e-01    4.0886392357e-01    7.0979175723e-01    8.8947217879e-01    1.2018931324e-01
6.3874281416e-01    2.8622437721e+00    3.6753213830e-01    4.0879710128e-01    7.0982542418e-01    8.8947858901e-01    1.2023254082e-01
6.3878066423e-01    2.8622970939e+00    3.6747881648e-01    4.0873028533e-01    7.0985909114e-01    8.8948500118e-01    1.2027576893e-01
6.3881851404e-01    2.8623504128e+00    3.6742549758e-01    4.0866347572e-01    7.0989275809e-01    8.8949141530e-01    1.2031899758e-01
6.3885636357e-01    2.8624037288e+00    3.6737218159e-01    4.0859667244e-01    7.0992642505e-01    8.8949783138e-01    1.2036222678e-01
